salesheader_key,sales_order_id,customer_key,territory_key,salesperson_key,shipmethod_key,order_date_key,ship_date_key,due_date_key,subtotal,tax_amount,freight,total_due,days_to_ship,online_order_flag,order_number
3389,47047,7444,6,16,5,20120630,20120707,20120712,10085.4859,968.9997,302.8124,11357.298,7,false,SO47047
3390,47048,16879,4,4,5,20120630,20120707,20120712,469.794,45.1002,14.0938,528.988,7,false,SO47048
3391,47049,5114,4,4,5,20120630,20120707,20120712,46321.888,4480.1964,1400.0614,52202.1458,7,false,SO47049
3392,47050,3984,2,2,5,20120630,20120707,20120712,6803.6883,662.5278,207.0399,7673.256,7,false,SO47050
3393,47051,4800,1,10,5,20120630,20120707,20120712,20.52,2.0246,0.6327,23.1773,7,false,SO47051
3394,47052,6449,2,2,5,20120630,20120707,20120712,59518.7599,5716.9554,1786.5486,67022.2639,7,false,SO47052
3395,47053,9000,5,6,5,20120630,20120707,20120712,26628.0859,2599.0132,812.1916,30039.2907,7,false,SO47053
3396,47054,2099,1,7,5,20120630,20120707,20120712,42396.4051,4132.3469,1291.3584,47820.1104,7,false,SO47054
3397,47055,8305,2,2,5,20120630,20120707,20120712,46021.1798,4699.8245,1468.6951,52189.6994,7,false,SO47055
3398,47056,6543,4,3,5,20120630,20120707,20120712,54130.4516,5202.7398,1625.8562,60959.0476,7,false,SO47056
3399,47057,7546,1,8,5,20120630,20120707,20120712,16239.5602,1553.1836,485.3699,18278.1137,7,false,SO47057
3400,47058,4307,5,6,5,20120630,20120707,20120712,2180.4192,213.8819,66.8381,2461.1392,7,false,SO47058
3401,47059,9761,10,9,5,20120630,20120707,20120712,324.4527,32.0127,10.004,366.4694,7,false,SO47059
3402,47060,6652,10,9,5,20120630,20120707,20120712,1628.6046,159.4362,49.8238,1837.8646,7,false,SO47060
3403,47061,15728,10,9,5,20120630,20120707,20120712,14560.3533,1437.0523,449.0789,16446.4845,7,false,SO47061
3404,47062,9528,10,14,5,20120630,20120707,20120712,20496.8188,1970.8307,615.8846,23083.5341,7,false,SO47062
3405,47063,407,3,3,5,20120630,20120707,20120712,2458.9178,236.0561,73.7675,2768.7414,7,false,SO47063
3406,47064,5978,3,4,5,20120630,20120707,20120712,794.2467,77.1129,24.0978,895.4574,7,false,SO47064
3407,47065,7919,3,3,5,20120630,20120707,20120712,55971.1308,5395.0513,1685.9535,63052.1356,7,false,SO47065
3408,47066,7477,1,10,5,20120630,20120707,20120712,57363.2615,5546.9369,1733.4178,64643.6162,7,false,SO47066
3409,47067,2870,5,6,5,20120630,20120707,20120712,17944.6404,1763.621,551.1315,20259.3929,7,false,SO47067
3410,47068,11540,4,,1,20120630,20120707,20120712,2443.35,195.468,61.0838,2699.9018,7,true,SO47068
3411,47069,13383,4,,1,20120630,20120707,20120712,1000.4375,80.035,25.0109,1105.4834,7,true,SO47069
3412,47070,217,1,,1,20120630,20120707,20120712,1000.4375,80.035,25.0109,1105.4834,7,true,SO47070
3413,47071,12743,8,,1,20120630,20120707,20120712,2443.35,195.468,61.0838,2699.9018,7,true,SO47071
3414,47072,2312,8,,1,20120630,20120707,20120712,782.99,62.6392,19.5748,865.204,7,true,SO47072
3415,47073,14536,6,,1,20120630,20120707,20120712,2443.35,195.468,61.0838,2699.9018,7,true,SO47073
3416,47074,2208,1,,1,20120630,20120707,20120712,2049.0982,163.9279,51.2275,2264.2536,7,true,SO47074
3417,47075,18224,9,,1,20120630,20120707,20120712,2049.0982,163.9279,51.2275,2264.2536,7,true,SO47075
3418,47076,2476,9,,1,20120630,20120707,20120712,2049.0982,163.9279,51.2275,2264.2536,7,true,SO47076
3419,47077,18454,10,,1,20120701,20120708,20120713,2443.35,195.468,61.0838,2699.9018,7,true,SO47077
3420,47078,9664,1,,1,20120701,20120708,20120713,2181.5625,174.525,54.5391,2410.6266,7,true,SO47078
3421,47079,17865,4,,1,20120701,20120708,20120713,2181.5625,174.525,54.5391,2410.6266,7,true,SO47079
3422,47080,6956,4,,1,20120701,20120708,20120713,2049.0982,163.9279,51.2275,2264.2536,7,true,SO47080
3423,47081,8327,4,,1,20120701,20120708,20120713,782.99,62.6392,19.5748,865.204,7,true,SO47081
3424,47082,2634,5,,1,20120701,20120708,20120713,782.99,62.6392,19.5748,865.204,7,true,SO47082
3425,47083,11727,4,,1,20120701,20120708,20120713,782.99,62.6392,19.5748,865.204,7,true,SO47083
3426,47084,10827,9,,1,20120701,20120708,20120713,2443.35,195.468,61.0838,2699.9018,7,true,SO47084
3427,47085,1167,10,,1,20120702,20120709,20120714,2181.5625,174.525,54.5391,2410.6266,7,true,SO47085
3428,47086,891,4,,1,20120702,20120709,20120714,2181.5625,174.525,54.5391,2410.6266,7,true,SO47086
3429,47087,17976,1,,1,20120702,20120709,20120714,2181.5625,174.525,54.5391,2410.6266,7,true,SO47087
3430,47088,8259,1,,1,20120702,20120709,20120714,2443.35,195.468,61.0838,2699.9018,7,true,SO47088
3431,47089,12099,4,,1,20120702,20120709,20120714,782.99,62.6392,19.5748,865.204,7,true,SO47089
3432,47090,11218,9,,1,20120702,20120709,20120714,2181.5625,174.525,54.5391,2410.6266,7,true,SO47090
3433,47091,18153,7,,1,20120703,20120710,20120715,2071.4196,165.7136,51.7855,2288.9187,7,true,SO47091
3434,47092,10936,6,,1,20120703,20120710,20120715,2443.35,195.468,61.0838,2699.9018,7,true,SO47092
3435,47093,14812,4,,1,20120703,20120710,20120715,2443.35,195.468,61.0838,2699.9018,7,true,SO47093
3436,47094,17002,8,,1,20120703,20120710,20120715,2181.5625,174.525,54.5391,2410.6266,7,true,SO47094
3437,47095,7006,6,,1,20120703,20120710,20120715,2443.35,195.468,61.0838,2699.9018,7,true,SO47095
3438,47096,3668,4,,1,20120703,20120710,20120715,2071.4196,165.7136,51.7855,2288.9187,7,true,SO47096
3439,47097,15992,9,,1,20120703,20120710,20120715,2443.35,195.468,61.0838,2699.9018,7,true,SO47097
3440,47098,17886,9,,1,20120703,20120710,20120715,2049.0982,163.9279,51.2275,2264.2536,7,true,SO47098
3441,47099,4814,9,,1,20120703,20120710,20120715,782.99,62.6392,19.5748,865.204,7,true,SO47099
3442,47100,638,10,,1,20120704,20120711,20120716,2049.0982,163.9279,51.2275,2264.2536,7,true,SO47100
3443,47101,14740,10,,1,20120704,20120711,20120716,2181.5625,174.525,54.5391,2410.6266,7,true,SO47101
3444,47102,16457,1,,1,20120704,20120711,20120716,2443.35,195.468,61.0838,2699.9018,7,true,SO47102
3445,47103,6220,1,,1,20120704,20120711,20120716,2443.35,195.468,61.0838,2699.9018,7,true,SO47103
3446,47104,6634,4,,1,20120704,20120711,20120716,2181.5625,174.525,54.5391,2410.6266,7,true,SO47104
3447,47105,6578,1,,1,20120704,20120711,20120716,2181.5625,174.525,54.5391,2410.6266,7,true,SO47105
3448,47106,13773,6,,1,20120704,20120711,20120716,2443.35,195.468,61.0838,2699.9018,7,true,SO47106
3449,47107,10751,10,,1,20120705,20120712,20120717,2071.4196,165.7136,51.7855,2288.9187,7,true,SO47107
3450,47108,9299,7,,1,20120705,20120712,20120717,2443.35,195.468,61.0838,2699.9018,7,true,SO47108
3451,47109,1307,6,,1,20120705,20120712,20120717,2181.5625,174.525,54.5391,2410.6266,7,true,SO47109
3452,47110,6404,6,,1,20120705,20120712,20120717,2443.35,195.468,61.0838,2699.9018,7,true,SO47110
3453,47111,6762,6,,1,20120705,20120712,20120717,2443.35,195.468,61.0838,2699.9018,7,true,SO47111
3454,47112,16806,6,,1,20120705,20120712,20120717,2071.4196,165.7136,51.7855,2288.9187,7,true,SO47112
3455,47113,3017,4,,1,20120705,20120712,20120717,782.99,62.6392,19.5748,865.204,7,true,SO47113
3456,47114,3729,9,,1,20120705,20120712,20120717,2181.5625,174.525,54.5391,2410.6266,7,true,SO47114
3457,47115,801,9,,1,20120705,20120712,20120717,2443.35,195.468,61.0838,2699.9018,7,true,SO47115
3458,47116,15937,9,,1,20120705,20120712,20120717,1000.4375,80.035,25.0109,1105.4834,7,true,SO47116
3459,47117,6364,9,,1,20120705,20120712,20120717,2071.4196,165.7136,51.7855,2288.9187,7,true,SO47117
3460,47118,11548,7,,1,20120705,20120712,20120717,2049.0982,163.9279,51.2275,2264.2536,7,true,SO47118
3461,47119,9783,10,,1,20120706,20120713,20120718,2443.35,195.468,61.0838,2699.9018,7,true,SO47119
3462,47120,17095,4,,1,20120706,20120713,20120718,1000.4375,80.035,25.0109,1105.4834,7,true,SO47120
3463,47121,13443,6,,1,20120706,20120713,20120718,2181.5625,174.525,54.5391,2410.6266,7,true,SO47121
3464,47122,10278,4,,1,20120706,20120713,20120718,2181.5625,174.525,54.5391,2410.6266,7,true,SO47122
3465,47123,18873,6,,1,20120706,20120713,20120718,2181.5625,174.525,54.5391,2410.6266,7,true,SO47123
3466,47124,870,1,,1,20120706,20120713,20120718,2181.5625,174.525,54.5391,2410.6266,7,true,SO47124
3467,47125,17970,4,,1,20120706,20120713,20120718,2181.5625,174.525,54.5391,2410.6266,7,true,SO47125
3468,47126,4087,4,,1,20120706,20120713,20120718,2181.5625,174.525,54.5391,2410.6266,7,true,SO47126
3469,47127,14850,9,,1,20120706,20120713,20120718,2181.5625,174.525,54.5391,2410.6266,7,true,SO47127
3470,47128,14883,9,,1,20120706,20120713,20120718,2443.35,195.468,61.0838,2699.9018,7,true,SO47128
3471,47129,8648,9,,1,20120706,20120713,20120718,2071.4196,165.7136,51.7855,2288.9187,7,true,SO47129
3472,47130,6168,10,,1,20120707,20120714,20120719,2181.5625,174.525,54.5391,2410.6266,7,true,SO47130
3473,47131,3378,1,,1,20120707,20120714,20120719,2181.5625,174.525,54.5391,2410.6266,7,true,SO47131
3474,47132,5486,1,,1,20120707,20120714,20120719,2181.5625,174.525,54.5391,2410.6266,7,true,SO47132
3475,47133,5011,4,,1,20120707,20120714,20120719,2181.5625,174.525,54.5391,2410.6266,7,true,SO47133
3476,47134,15471,1,,1,20120707,20120714,20120719,2071.4196,165.7136,51.7855,2288.9187,7,true,SO47134
3477,47135,17625,6,,1,20120707,20120714,20120719,782.99,62.6392,19.5748,865.204,7,true,SO47135
3478,47136,16091,9,,1,20120707,20120714,20120719,2181.5625,174.525,54.5391,2410.6266,7,true,SO47136
3479,47137,18562,4,,1,20120707,20120714,20120719,2181.5625,174.525,54.5391,2410.6266,7,true,SO47137
3480,47138,2547,10,,1,20120708,20120715,20120720,2181.5625,174.525,54.5391,2410.6266,7,true,SO47138
3481,47139,17701,4,,1,20120708,20120715,20120720,2181.5625,174.525,54.5391,2410.6266,7,true,SO47139
3482,47140,2745,4,,1,20120708,20120715,20120720,2071.4196,165.7136,51.7855,2288.9187,7,true,SO47140
3483,47141,7097,9,,1,20120708,20120715,20120720,2181.5625,174.525,54.5391,2410.6266,7,true,SO47141
3484,47142,13378,9,,1,20120708,20120715,20120720,2443.35,195.468,61.0838,2699.9018,7,true,SO47142
3485,47143,15408,9,,1,20120708,20120715,20120720,2049.0982,163.9279,51.2275,2264.2536,7,true,SO47143
3486,47144,16973,9,,1,20120708,20120715,20120720,782.99,62.6392,19.5748,865.204,7,true,SO47144
3487,47145,15915,9,,1,20120708,20120715,20120720,782.99,62.6392,19.5748,865.204,7,true,SO47145
3488,47146,15604,8,,1,20120709,20120716,20120721,1000.4375,80.035,25.0109,1105.4834,7,true,SO47146
3489,47147,15827,4,,1,20120709,20120716,20120721,2181.5625,174.525,54.5391,2410.6266,7,true,SO47147
3490,47148,2051,9,,1,20120709,20120716,20120721,2181.5625,174.525,54.5391,2410.6266,7,true,SO47148
3491,47149,14741,9,,1,20120709,20120716,20120721,2049.0982,163.9279,51.2275,2264.2536,7,true,SO47149
3492,47150,424,8,,1,20120710,20120717,20120722,2443.35,195.468,61.0838,2699.9018,7,true,SO47150
3493,47151,5289,6,,1,20120710,20120717,20120722,2443.35,195.468,61.0838,2699.9018,7,true,SO47151
3494,47152,15340,7,,1,20120710,20120717,20120722,2049.0982,163.9279,51.2275,2264.2536,7,true,SO47152
3495,47153,5700,9,,1,20120710,20120717,20120722,782.99,62.6392,19.5748,865.204,7,true,SO47153
3496,47154,5819,9,,1,20120710,20120717,20120722,782.99,62.6392,19.5748,865.204,7,true,SO47154
3497,47155,612,7,,1,20120711,20120718,20120723,2443.35,195.468,61.0838,2699.9018,7,true,SO47155
3498,47156,13513,6,,1,20120711,20120718,20120723,2181.5625,174.525,54.5391,2410.6266,7,true,SO47156
3499,47157,8211,6,,1,20120711,20120718,20120723,2443.35,195.468,61.0838,2699.9018,7,true,SO47157
3500,47158,7286,4,,1,20120711,20120718,20120723,2049.0982,163.9279,51.2275,2264.2536,7,true,SO47158
3501,47159,11021,4,,1,20120711,20120718,20120723,2049.0982,163.9279,51.2275,2264.2536,7,true,SO47159
3502,47160,13861,9,,1,20120711,20120718,20120723,2443.35,195.468,61.0838,2699.9018,7,true,SO47160
3503,47161,2678,9,,1,20120711,20120718,20120723,2181.5625,174.525,54.5391,2410.6266,7,true,SO47161
3504,47162,2630,9,,1,20120711,20120718,20120723,2181.5625,174.525,54.5391,2410.6266,7,true,SO47162
3505,47163,6722,9,,1,20120711,20120718,20120723,2049.0982,163.9279,51.2275,2264.2536,7,true,SO47163
3506,47164,8562,10,,1,20120712,20120719,20120724,2049.0982,163.9279,51.2275,2264.2536,7,true,SO47164
3507,47165,7391,8,,1,20120712,20120719,20120724,2443.35,195.468,61.0838,2699.9018,7,true,SO47165
3508,47166,18855,8,,1,20120712,20120719,20120724,2443.35,195.468,61.0838,2699.9018,7,true,SO47166
3509,47167,2952,1,,1,20120712,20120719,20120724,2181.5625,174.525,54.5391,2410.6266,7,true,SO47167
3510,47168,13420,1,,1,20120712,20120719,20120724,2181.5625,174.525,54.5391,2410.6266,7,true,SO47168
3511,47169,164,4,,1,20120712,20120719,20120724,2071.4196,165.7136,51.7855,2288.9187,7,true,SO47169
3512,47170,6164,9,,1,20120712,20120719,20120724,2181.5625,174.525,54.5391,2410.6266,7,true,SO47170
3513,47171,438,9,,1,20120712,20120719,20120724,2181.5625,174.525,54.5391,2410.6266,7,true,SO47171
3514,47172,11446,9,,1,20120712,20120719,20120724,2071.4196,165.7136,51.7855,2288.9187,7,true,SO47172
3515,47173,4119,9,,1,20120712,20120719,20120724,2071.4196,165.7136,51.7855,2288.9187,7,true,SO47173
3516,47174,9187,9,,1,20120712,20120719,20120724,2071.4196,165.7136,51.7855,2288.9187,7,true,SO47174
3517,47175,10479,7,,1,20120712,20120719,20120724,2443.35,195.468,61.0838,2699.9018,7,true,SO47175
3518,47176,2551,8,,1,20120713,20120720,20120725,2049.0982,163.9279,51.2275,2264.2536,7,true,SO47176
3519,47177,8290,1,,1,20120713,20120720,20120725,1000.4375,80.035,25.0109,1105.4834,7,true,SO47177
3520,47178,1935,1,,1,20120713,20120720,20120725,1000.4375,80.035,25.0109,1105.4834,7,true,SO47178
3521,47179,1980,6,,1,20120713,20120720,20120725,2181.5625,174.525,54.5391,2410.6266,7,true,SO47179
3522,47180,13371,4,,1,20120713,20120720,20120725,2443.35,195.468,61.0838,2699.9018,7,true,SO47180
3523,47181,17207,4,,1,20120713,20120720,20120725,2443.35,195.468,61.0838,2699.9018,7,true,SO47181
3524,47182,11814,1,,1,20120713,20120720,20120725,2071.4196,165.7136,51.7855,2288.9187,7,true,SO47182
3525,47183,15542,4,,1,20120713,20120720,20120725,782.99,62.6392,19.5748,865.204,7,true,SO47183
3526,47184,14656,9,,1,20120713,20120720,20120725,2181.5625,174.525,54.5391,2410.6266,7,true,SO47184
3527,47185,18088,10,,1,20120713,20120720,20120725,2071.4196,165.7136,51.7855,2288.9187,7,true,SO47185
3528,47186,9811,7,,1,20120714,20120721,20120726,2181.5625,174.525,54.5391,2410.6266,7,true,SO47186
3529,47187,13689,8,,1,20120714,20120721,20120726,1000.4375,80.035,25.0109,1105.4834,7,true,SO47187
3530,47188,13769,10,,1,20120714,20120721,20120726,1000.4375,80.035,25.0109,1105.4834,7,true,SO47188
3531,47189,6301,6,,1,20120714,20120721,20120726,2181.5625,174.525,54.5391,2410.6266,7,true,SO47189
3532,47190,12219,6,,1,20120714,20120721,20120726,2443.35,195.468,61.0838,2699.9018,7,true,SO47190
3533,47191,13599,4,,1,20120714,20120721,20120726,2181.5625,174.525,54.5391,2410.6266,7,true,SO47191
3534,47192,12293,10,,1,20120714,20120721,20120726,2181.5625,174.525,54.5391,2410.6266,7,true,SO47192
3535,47193,10785,8,,1,20120714,20120721,20120726,782.99,62.6392,19.5748,865.204,7,true,SO47193
3536,47194,9559,1,,1,20120714,20120721,20120726,2181.5625,174.525,54.5391,2410.6266,7,true,SO47194
3537,47195,7059,1,,1,20120714,20120721,20120726,2181.5625,174.525,54.5391,2410.6266,7,true,SO47195
3538,47196,11881,4,,1,20120714,20120721,20120726,2049.0982,163.9279,51.2275,2264.2536,7,true,SO47196
3539,47197,13517,9,,1,20120714,20120721,20120726,2181.5625,174.525,54.5391,2410.6266,7,true,SO47197
3540,47198,9616,7,,1,20120715,20120722,20120727,2443.35,195.468,61.0838,2699.9018,7,true,SO47198
3541,47199,3846,8,,1,20120715,20120722,20120727,782.99,62.6392,19.5748,865.204,7,true,SO47199
3542,47200,2766,4,,1,20120715,20120722,20120727,2181.5625,174.525,54.5391,2410.6266,7,true,SO47200
3543,47201,6854,1,,1,20120715,20120722,20120727,2071.4196,165.7136,51.7855,2288.9187,7,true,SO47201
3544,47202,6034,1,,1,20120715,20120722,20120727,2071.4196,165.7136,51.7855,2288.9187,7,true,SO47202
3545,47203,2368,6,,1,20120716,20120723,20120728,2443.35,195.468,61.0838,2699.9018,7,true,SO47203
3546,47204,4981,6,,1,20120716,20120723,20120728,2181.5625,174.525,54.5391,2410.6266,7,true,SO47204
3547,47205,5809,4,,1,20120716,20120723,20120728,2071.4196,165.7136,51.7855,2288.9187,7,true,SO47205
3548,47206,12643,4,,1,20120716,20120723,20120728,782.99,62.6392,19.5748,865.204,7,true,SO47206
3549,47207,10570,6,,1,20120716,20120723,20120728,782.99,62.6392,19.5748,865.204,7,true,SO47207
3550,47208,9116,9,,1,20120716,20120723,20120728,2443.35,195.468,61.0838,2699.9018,7,true,SO47208
3551,47209,6738,9,,1,20120716,20120723,20120728,2443.35,195.468,61.0838,2699.9018,7,true,SO47209
3552,47210,18793,9,,1,20120716,20120723,20120728,1000.4375,80.035,25.0109,1105.4834,7,true,SO47210
3553,47211,11695,9,,1,20120716,20120723,20120728,2049.0982,163.9279,51.2275,2264.2536,7,true,SO47211
3554,47212,15231,9,,1,20120716,20120723,20120728,2049.0982,163.9279,51.2275,2264.2536,7,true,SO47212
3555,47213,18259,10,,1,20120717,20120724,20120729,2181.5625,174.525,54.5391,2410.6266,7,true,SO47213
3556,47214,13635,10,,1,20120717,20120724,20120729,1000.4375,80.035,25.0109,1105.4834,7,true,SO47214
3557,47215,3145,6,,1,20120717,20120724,20120729,2443.35,195.468,61.0838,2699.9018,7,true,SO47215
3558,47216,18494,1,,1,20120717,20120724,20120729,2049.0982,163.9279,51.2275,2264.2536,7,true,SO47216
3559,47217,18250,9,,1,20120717,20120724,20120729,2181.5625,174.525,54.5391,2410.6266,7,true,SO47217
3560,47218,13707,9,,1,20120717,20120724,20120729,2443.35,195.468,61.0838,2699.9018,7,true,SO47218
3561,47219,14583,9,,1,20120717,20120724,20120729,2049.0982,163.9279,51.2275,2264.2536,7,true,SO47219
3562,47220,14381,9,,1,20120717,20120724,20120729,2049.0982,163.9279,51.2275,2264.2536,7,true,SO47220
3563,47221,18952,7,,1,20120718,20120725,20120730,2443.35,195.468,61.0838,2699.9018,7,true,SO47221
3564,47222,6904,6,,1,20120718,20120725,20120730,1000.4375,80.035,25.0109,1105.4834,7,true,SO47222
3565,47223,12188,6,,1,20120718,20120725,20120730,2443.35,195.468,61.0838,2699.9018,7,true,SO47223
3566,47224,13106,8,,1,20120718,20120725,20120730,2443.35,195.468,61.0838,2699.9018,7,true,SO47224
3567,47225,1731,1,,1,20120718,20120725,20120730,2181.5625,174.525,54.5391,2410.6266,7,true,SO47225
3568,47226,6353,4,,1,20120718,20120725,20120730,2443.35,195.468,61.0838,2699.9018,7,true,SO47226
3569,47227,4252,6,,1,20120718,20120725,20120730,2181.5625,174.525,54.5391,2410.6266,7,true,SO47227
3570,47228,15768,4,,1,20120718,20120725,20120730,2181.5625,174.525,54.5391,2410.6266,7,true,SO47228
3571,47229,7715,1,,1,20120718,20120725,20120730,2049.0982,163.9279,51.2275,2264.2536,7,true,SO47229
3572,47230,16711,9,,1,20120718,20120725,20120730,2181.5625,174.525,54.5391,2410.6266,7,true,SO47230
3573,47231,8529,8,,1,20120718,20120725,20120730,2049.0982,163.9279,51.2275,2264.2536,7,true,SO47231
3574,47232,15722,8,,1,20120719,20120726,20120731,2181.5625,174.525,54.5391,2410.6266,7,true,SO47232
3575,47233,12337,10,,1,20120719,20120726,20120731,2181.5625,174.525,54.5391,2410.6266,7,true,SO47233
3576,47234,15168,10,,1,20120719,20120726,20120731,1000.4375,80.035,25.0109,1105.4834,7,true,SO47234
3577,47235,12574,10,,1,20120719,20120726,20120731,2181.5625,174.525,54.5391,2410.6266,7,true,SO47235
3578,47236,2200,4,,1,20120719,20120726,20120731,1000.4375,80.035,25.0109,1105.4834,7,true,SO47236
3579,47237,6513,6,,1,20120719,20120726,20120731,2443.35,195.468,61.0838,2699.9018,7,true,SO47237
3580,47238,14181,10,,1,20120719,20120726,20120731,2443.35,195.468,61.0838,2699.9018,7,true,SO47238
3581,47239,8619,9,,1,20120719,20120726,20120731,2181.5625,174.525,54.5391,2410.6266,7,true,SO47239
3582,47240,2503,9,,1,20120719,20120726,20120731,1000.4375,80.035,25.0109,1105.4834,7,true,SO47240
3583,47241,9396,9,,1,20120719,20120726,20120731,2443.35,195.468,61.0838,2699.9018,7,true,SO47241
3584,47242,18808,7,,1,20120719,20120726,20120731,2049.0982,163.9279,51.2275,2264.2536,7,true,SO47242
3585,47243,6737,10,,1,20120719,20120726,20120731,782.99,62.6392,19.5748,865.204,7,true,SO47243
3586,47244,8179,10,,1,20120720,20120727,20120801,1000.4375,80.035,25.0109,1105.4834,7,true,SO47244
3587,47245,342,10,,1,20120720,20120727,20120801,2181.5625,174.525,54.5391,2410.6266,7,true,SO47245
3588,47246,4738,10,,1,20120720,20120727,20120801,782.99,62.6392,19.5748,865.204,7,true,SO47246
3589,47247,2273,1,,1,20120720,20120727,20120801,2181.5625,174.525,54.5391,2410.6266,7,true,SO47247
3590,47248,3967,4,,1,20120720,20120727,20120801,2181.5625,174.525,54.5391,2410.6266,7,true,SO47248
3591,47249,2439,1,,1,20120720,20120727,20120801,2181.5625,174.525,54.5391,2410.6266,7,true,SO47249
3592,47250,18081,9,,1,20120720,20120727,20120801,2181.5625,174.525,54.5391,2410.6266,7,true,SO47250
3593,47251,10667,9,,1,20120720,20120727,20120801,2181.5625,174.525,54.5391,2410.6266,7,true,SO47251
3594,47252,9306,9,,1,20120720,20120727,20120801,2071.4196,165.7136,51.7855,2288.9187,7,true,SO47252
3595,47253,19016,9,,1,20120720,20120727,20120801,2071.4196,165.7136,51.7855,2288.9187,7,true,SO47253
3596,47254,5848,4,,1,20120721,20120728,20120802,782.99,62.6392,19.5748,865.204,7,true,SO47254
3597,47255,3793,8,,1,20120721,20120728,20120802,2049.0982,163.9279,51.2275,2264.2536,7,true,SO47255
3598,47256,1872,10,,1,20120721,20120728,20120802,2181.5625,174.525,54.5391,2410.6266,7,true,SO47256
3599,47257,1787,7,,1,20120721,20120728,20120802,2443.35,195.468,61.0838,2699.9018,7,true,SO47257
3600,47258,5886,4,,1,20120721,20120728,20120802,2181.5625,174.525,54.5391,2410.6266,7,true,SO47258
3601,47259,3339,1,,1,20120721,20120728,20120802,2181.5625,174.525,54.5391,2410.6266,7,true,SO47259
3602,47260,2977,1,,1,20120721,20120728,20120802,2181.5625,174.525,54.5391,2410.6266,7,true,SO47260
3603,47261,13574,1,,1,20120721,20120728,20120802,2049.0982,163.9279,51.2275,2264.2536,7,true,SO47261
3604,47262,8933,9,,1,20120721,20120728,20120802,2181.5625,174.525,54.5391,2410.6266,7,true,SO47262
3605,47263,13490,9,,1,20120721,20120728,20120802,2049.0982,163.9279,51.2275,2264.2536,7,true,SO47263
3606,47264,10876,10,,1,20120722,20120729,20120803,2443.35,195.468,61.0838,2699.9018,7,true,SO47264
3607,47265,7880,4,,1,20120722,20120729,20120803,2181.5625,174.525,54.5391,2410.6266,7,true,SO47265
3608,47266,9286,9,,1,20120722,20120729,20120803,2181.5625,174.525,54.5391,2410.6266,7,true,SO47266
3609,47267,16784,9,,1,20120722,20120729,20120803,2071.4196,165.7136,51.7855,2288.9187,7,true,SO47267
3610,47268,7887,9,,1,20120722,20120729,20120803,2181.5625,174.525,54.5391,2410.6266,7,true,SO47268
3611,47269,341,7,,1,20120723,20120730,20120804,2049.0982,163.9279,51.2275,2264.2536,7,true,SO47269
3612,47270,12752,7,,1,20120723,20120730,20120804,2049.0982,163.9279,51.2275,2264.2536,7,true,SO47270
3613,47271,17597,8,,1,20120723,20120730,20120804,1000.4375,80.035,25.0109,1105.4834,7,true,SO47271
3614,47272,5795,6,,1,20120723,20120730,20120804,2181.5625,174.525,54.5391,2410.6266,7,true,SO47272
3615,47273,16842,4,,1,20120723,20120730,20120804,2443.35,195.468,61.0838,2699.9018,7,true,SO47273
3616,47274,18852,10,,1,20120723,20120730,20120804,2443.35,195.468,61.0838,2699.9018,7,true,SO47274
3617,47275,11134,7,,1,20120723,20120730,20120804,782.99,62.6392,19.5748,865.204,7,true,SO47275
3618,47276,5339,4,,1,20120723,20120730,20120804,782.99,62.6392,19.5748,865.204,7,true,SO47276
3619,47277,19054,9,,1,20120723,20120730,20120804,2181.5625,174.525,54.5391,2410.6266,7,true,SO47277
3620,47278,14600,9,,1,20120723,20120730,20120804,2181.5625,174.525,54.5391,2410.6266,7,true,SO47278
3621,47279,14340,9,,1,20120723,20120730,20120804,2049.0982,163.9279,51.2275,2264.2536,7,true,SO47279
3622,47280,10853,10,,1,20120724,20120731,20120805,2071.4196,165.7136,51.7855,2288.9187,7,true,SO47280
3623,47281,4126,7,,1,20120724,20120731,20120805,1000.4375,80.035,25.0109,1105.4834,7,true,SO47281
3624,47282,9828,10,,1,20120724,20120731,20120805,1000.4375,80.035,25.0109,1105.4834,7,true,SO47282
3625,47283,4927,8,,1,20120724,20120731,20120805,2181.5625,174.525,54.5391,2410.6266,7,true,SO47283
3626,47284,16825,4,,1,20120724,20120731,20120805,2443.35,195.468,61.0838,2699.9018,7,true,SO47284
3627,47285,234,6,,1,20120724,20120731,20120805,2181.5625,174.525,54.5391,2410.6266,7,true,SO47285
3628,47286,15902,8,,1,20120724,20120731,20120805,782.99,62.6392,19.5748,865.204,7,true,SO47286
3629,47287,15,1,,1,20120724,20120731,20120805,2181.5625,174.525,54.5391,2410.6266,7,true,SO47287
3630,47288,2942,1,,1,20120724,20120731,20120805,2181.5625,174.525,54.5391,2410.6266,7,true,SO47288
3631,47289,8914,1,,1,20120724,20120731,20120805,2049.0982,163.9279,51.2275,2264.2536,7,true,SO47289
3632,47290,2970,9,,1,20120724,20120731,20120805,2443.35,195.468,61.0838,2699.9018,7,true,SO47290
3633,47291,10197,10,,1,20120725,20120801,20120806,2181.5625,174.525,54.5391,2410.6266,7,true,SO47291
3634,47292,2755,7,,1,20120725,20120801,20120806,2181.5625,174.525,54.5391,2410.6266,7,true,SO47292
3635,47293,13986,10,,1,20120725,20120801,20120806,1000.4375,80.035,25.0109,1105.4834,7,true,SO47293
3636,47294,17408,8,,1,20120725,20120801,20120806,1000.4375,80.035,25.0109,1105.4834,7,true,SO47294
